93.184.216.34	example.org.	?	8.51968121373807
23.157.160.168	pool.ntp.org.	?	8.48539425273668
104.171.113.34	pool.ntp.org.	?	8.4459387077851
38.229.58.9	pool.ntp.org.	?	8.43547619916954
38.229.56.9	pool.ntp.org.	?	8.42672405746783
38.229.59.9	pool.ntp.org.	?	8.42401729724898
12.167.151.1	pool.ntp.org.	?	8.41893891511599
66.85.78.80	pool.ntp.org.	?	8.41256141724264
108.61.73.243	pool.ntp.org.	?	8.4087595275666
104.194.8.227	pool.ntp.org.	?	8.38991661798008
44.190.6.254	pool.ntp.org.	?	8.38637815039571
108.61.73.244	pool.ntp.org.	?	8.36426915755142
38.229.57.9	pool.ntp.org.	?	8.35572356804536
45.15.168.198	pool.ntp.org.	?	8.3481547301053
185.216.231.116	pool.ntp.org.	?	8.33877045979883
13.107.21.200	www.bing.com.	?	8.28533323179316
192.0.0.171	ipv4only.arpa.	?	8.12692777230349
192.0.0.170	ipv4only.arpa.	?	8.12692777229675
38.229.62.9	pool.ntp.org.	?	8.07909205469786
38.229.52.9	pool.ntp.org.	?	8.04025735027961
38.229.53.9	pool.ntp.org.	?	7.97388811879045
38.229.54.9	pool.ntp.org.	?	7.94982364145561
44.190.40.123	pool.ntp.org.	?	7.93227227444161
168.61.215.74	pool.ntp.org.	?	7.89376513364054
185.216.231.84	pool.ntp.org.	?	7.8763500866152
38.75.215.194	pool.ntp.org.	?	7.75269684094359
23.92.64.226	pool.ntp.org.	?	7.61874219393769
157.245.125.229	pool.ntp.org.	?	7.60447917230671
151.101.54.133	vod-gcs-cedexis.cbsaavideo.com.	?	7.5868462641403
206.81.5.45	pool.ntp.org.	?	7.41918114351333
172.106.167.46	pool.ntp.org.	?	7.3509679228912
159.203.82.102	pool.ntp.org.	?	7.21836623991942
151.101.42.133	vod-gcs-cedexis.cbsaavideo.com.	?	7.21159207805951
162.247.243.147	bam-cell.nr-data.net.	?	6.97965776082816
162.247.243.146	bam-cell.nr-data.net.	?	6.97965776082774
159.203.158.197	pool.ntp.org.	?	6.97055644246851
152.199.24.163	static-exp1.licdn.com.	?	6.91832547617848
151.101.21.16	m.media-amazon.com.	?	6.8095821264247
20.190.154.17	login.live.com.	?	6.58806151927257
20.190.154.18	login.live.com.	?	6.57272712957263
151.101.190.133	vod-gcs-cedexis.cbsaavideo.com.	?	6.55381710814841
20.190.154.137	login.live.com.	?	6.52339926398369
20.190.154.138	login.live.com.	?	6.49779291447447
72.21.91.66	platform.twitter.com.	?	6.46373640029417
104.18.30.182	ocsp.sectigo.com.	?	6.31488150857344
20.190.151.67	login.live.com.	?	6.29859671602062
20.190.151.134	login.live.com.	?	6.29437888519493
104.16.88.20	cdn.jsdelivr.net.	?	6.24671316853906
104.16.89.20	cdn.jsdelivr.net.	?	6.23917062598617
104.16.86.20	cdn.jsdelivr.net.	?	6.23157072519215
20.190.151.8	login.live.com.	?	6.22441586327289
151.101.53.188	www.paramountplus.com.	?	6.13230043637402
38.100.216.142	pool.ntp.org.	?	6.13024516579741
151.139.128.11	images.revcontent.com.	?	6.08951554117958
